t_alarm_sec,lat,lng,dt_to_launch,dt_to_completion,dt_to_poa,base,dist
2018-01-04T11:45:30Z,50.408543,10.843763,107,5394,641,3,0.12224640288368861
2018-01-04T11:52:52Z,50.325188,10.980542,116,3120,423,2,0.07730102915227081
2018-01-04T12:04:13Z,50.251967,10.829934999999999,253,2738,1163,3,0.08494865104284983
2018-01-04T12:33:41Z,50.370922,11.085341,180,2700,1167,2,0.09015883963871679
2018-01-04T13:22:16Z,50.454138,10.807891999999999,60,5745,717,1,0.07385666326066893
2018-01-04T14:26:51Z,50.385573,11.088915,111,2634,1451,2,0.0900778305355982
2018-01-04T14:37:22Z,50.290039,10.937349000000001,164,6140,273,3,0.03865448644077419
2018-01-04T15:15:18Z,50.320191,11.05564,68,3884,783,2,0.09728970182398348
2018-01-04T15:16:25Z,50.502619,10.725752,69,1500,120,1,0.024389027553390008
2018-01-04T15:32:12Z,50.474709,10.817404,232,1842,325,1,0.07199259612626924
2018-01-04T15:32:15Z,50.511566,10.521245,420,2260,1334,1,0.22904720557343602
2018-01-04T15:59:54Z,50.488238,10.571322,147,4181,851,1,0.179064715474601
2018-01-04T17:04:59Z,50.354926,10.783432999999999,389,8130,2135,3,0.12885934566417984
2018-01-04T18:37:02Z,50.561143,10.529844,80,3170,1614,1,0.22848879794204327
2018-01-04T19:29:00Z,50.303679,10.970139,321,4140,669,3,0.07023542099254435
2018-01-04T19:29:01Z,50.403719,10.645395,94,6720,1478,1,0.14216974708424931
2018-01-04T20:01:45Z,50.408036,11.048467,7,5516,1013,2,0.049128681897646236
2018-01-04T20:01:59Z,50.552112,10.546362,119,8340,1050,1,0.21020013222640946
2018-01-04T20:32:35Z,50.415218,11.076037,126,3890,821,2,0.07754490887866239
2018-01-04T20:36:46Z,50.491121,10.58779,159,3600,869,1,0.16245282620194698
2018-01-04T20:58:39Z,50.428333,11.055499,65,4214,674,2,0.062312903077934995
2018-01-04T21:01:00Z,50.501442,10.732756,144,7125,317,1,0.01730418735451006
2018-01-04T21:25:31Z,50.361943,11.029737,126,4254,1406,2,0.048297250625684685
2018-01-04T22:01:38Z,50.244578,11.051101,227,4153,1569,3,0.1609444322895317
2018-01-04T22:22:48Z,50.25043,11.050507,135,8103,1071,2,0.15786748224064098
2018-01-04T22:24:04Z,50.356745,11.032896,60,4798,552,2,0.054342817749911725
2018-01-04T22:29:12Z,50.445817,10.794387,69,5392,644,1,0.0700428672885415
2018-01-04T23:49:25Z,50.275652,10.926019,222,6401,355,3,0.035634442117140085
2018-01-05T00:26:31Z,50.253258,10.858799999999999,285,1615,1122,3,0.062307740803207154
2018-01-05T01:19:36Z,50.461748,10.598104,120,8918,2111,1,0.1566384701151036
2018-01-05T02:46:32Z,50.407674,11.125423,190,2338,1016,2,0.12565754734595103
2018-01-05T03:09:32Z,50.384137,11.065009,126,3360,873,2,0.06691640195049234
2018-01-05T04:11:28Z,50.400953,11.038284,267,3142,1172,2,0.03829585963260352
2018-01-05T04:23:03Z,50.404455,10.744150000000001,37,1614,877,1,0.09572392347266298
2018-01-05T04:29:51Z,50.461782,10.827501,224,4380,888,1,0.086411923511747
2018-01-05T05:04:38Z,50.319484,11.051244,85,1194,800,2,0.09543989622793697
2018-01-05T05:13:18Z,50.365255,11.109911,270,5731,807,2,0.11527203887326767
2018-01-05T06:33:10Z,50.520368,10.648029000000001,60,2261,503,1,0.10398528869508267
2018-01-05T08:52:00Z,50.469514,10.851842999999999,0,2188,793,1,0.10630800931726621
2018-01-05T09:02:05Z,50.406855,11.177895,64,3595,1052,2,0.17802702617861094
2018-01-05T09:27:54Z,50.46029,10.596644000000001,180,8717,1230,1,0.15841384673064274
2018-01-05T09:29:04Z,50.456897,10.445912,111,3373,1840,1,0.30712762876856303
2018-01-05T09:38:18Z,50.30243,11.03845,84,6268,1898,2,0.10487281535269018
2018-01-05T09:52:00Z,50.434698,10.489329999999999,180,2381,1377,1,0.2687251385784383
2018-01-05T10:58:00Z,50.476594,10.766680000000001,153,2246,557,1,0.02874131583626774
2018-01-05T11:36:53Z,50.409987,10.834572,120,4207,1472,1,0.12351017509905718
2018-01-05T12:05:39Z,50.380839,11.066105,5,6424,788,2,0.06882597580855589
2018-01-05T12:20:59Z,50.516996,10.682146,119,5160,542,1,0.06995019179387597
2018-01-05T12:45:00Z,50.560382,10.618912,15,3440,849,1,0.14432619189876683
2018-01-05T12:51:40Z,50.251339,10.940573,281,4500,961,3,0.06335661962257448
2018-01-05T12:56:49Z,50.525089,10.744433,114,4138,721,1,0.025699210299152266
2018-01-05T13:12:19Z,50.545587,10.538429,481,6507,1162,1,0.21642657556316758
2018-01-05T13:19:17Z,50.337979,11.049716,114,4380,909,2,0.0794876411588631
2018-01-05T13:42:54Z,50.4298,10.703741,39,3416,610,1,0.08407101213260072
2018-01-05T13:44:00Z,50.375573,11.048489,120,2462,915,2,0.05429421193828853
2018-01-05T13:45:10Z,50.465712,10.597401,146,1684,1038,1,0.1564037139744446
2018-01-05T13:52:32Z,50.273148,10.931017,222,4437,464,3,0.04102540911435151
2018-01-05T14:44:59Z,50.543444,10.574517,122,2984,1099,1,0.18078070811068314
2018-01-05T15:03:59Z,50.464698,10.827864,102,8679,846,1,0.08549288683861421
2018-01-05T15:09:15Z,50.306891,11.05949,114,3372,674,2,0.11049138419351855
2018-01-05T15:27:46Z,50.315726,10.923939,176,1440,726,3,0.02864232527222682
2018-01-05T15:31:59Z,50.263524,10.95038,271,5040,1293,3,0.062198416185622475
2018-01-05T15:34:22Z,50.392019,11.057436,117,1997,409,2,0.057987847494107916
2018-01-05T15:45:52Z,50.357674,11.101029,56,3113,937,2,0.10953697602636166
2018-01-05T15:47:15Z,50.508939,10.559892999999999,22,4690,912,1,0.19031704382424713
2018-01-05T15:49:38Z,50.407498,11.164157,140,4467,1616,2,0.1643281493019373
2018-01-05T16:15:59Z,50.49513,10.545198,150,5423,1079,1,0.20485989383966866
2018-01-05T16:51:03Z,50.299654,11.043905,60,3902,565,2,0.10953067488608116
2018-01-05T17:13:00Z,50.480713,10.812994,85,2606,693,1,0.0658804402307689
2018-01-05T17:32:51Z,50.531111,10.647273,114,2640,537,1,0.10733466751241245
2018-01-05T18:52:59Z,50.312919,10.884854,268,4289,69,3,0.01990733224216858
2018-01-05T19:16:58Z,50.424008,10.518526999999999,180,4260,956,1,0.2436278592300159
2018-01-05T19:39:44Z,50.307752,10.931698,321,4434,446,3,0.0326321422526944
2018-01-05T19:53:19Z,50.508046,10.611692999999999,205,5271,1363,1,0.1385408400616955
2018-01-05T20:03:20Z,50.551756,10.619087,0,2903,1452,1,0.14077250123869944
2018-01-05T20:12:25Z,50.294534,10.949957999999999,424,3525,765,3,0.050256133158051684
2018-01-05T20:18:30Z,50.38518,10.639465000000001,127,8800,671,1,0.1593788525024575
2018-01-05T20:24:35Z,50.493815,10.704836,33,5340,434,1,0.04558553631361602
2018-01-05T20:25:38Z,50.50415,10.707529000000001,60,4448,284,1,0.04267327431777342
2018-01-05T21:22:45Z,50.252689,10.834157000000001,51,3436,359,3,0.08107793392779535
2018-01-05T22:01:57Z,50.540267,10.674489999999999,30,1319,595,1,0.0855756471725467
2018-01-05T22:11:59Z,50.476434,10.603670000000001,60,7380,997,1,0.14821546901723792
2018-01-05T22:28:09Z,50.480037,10.811910000000001,0,5031,518,1,0.06504897746313934
2018-01-05T23:02:58Z,50.391373,11.034398,138,4789,466,2,0.03546332659240971
2018-01-06T06:07:00Z,50.361684,11.060958,26,6909,588,2,0.07199995569443127
2018-01-06T08:04:14Z,50.273343,10.924198,201,5340,425,3,0.0360019284622368
2018-01-06T08:28:33Z,50.462596,10.590209999999999,101,6666,1126,1,0.16410942482380614
2018-01-06T08:52:00Z,50.509991,10.705191,0,4523,512,1,0.045909329792538436
2018-01-06T08:57:00Z,50.388073,11.123962,68,4641,983,2,0.12453445616776163
2018-01-06T09:10:29Z,50.341888,11.093967,95,4261,601,2,0.11048439542758971
2018-01-06T09:33:52Z,50.393607,11.063523,19,6354,725,2,0.06384388755393851
2018-01-06T09:53:45Z,50.357722,11.117894,82,1988,749,2,0.12524545708327947
2018-01-06T10:35:35Z,50.372467,11.211997,280,2111,1006,2,0.2137774405731344
2018-01-06T10:41:49Z,50.386231,11.067348,67,3825,443,2,0.06874109735085711
2018-01-06T10:47:55Z,50.297761,10.948561,170,5429,864,3,0.048612589336507514
2018-01-06T10:58:02Z,50.5538,10.541278,100,785,1556,1,0.21554422581920446
2018-01-06T11:20:55Z,50.553176,10.628867,53,4263,895,1,0.1322909319076714
2018-01-06T12:29:11Z,50.462696,10.853747,189,3142,1091,1,0.11024984546474417
2018-01-06T12:50:58Z,50.548026,10.541699000000001,149,2288,2394,1,0.21376576731787408
2018-01-06T13:04:00Z,50.370182,11.026373,153,3896,314,2,0.03980764063593701
2018-01-06T13:55:25Z,50.385431,11.068564,83,2713,390,2,0.07009477767280588
2018-01-06T14:26:59Z,50.501426,10.625768,46,1367,515,1,0.12424018391808592
2018-01-06T14:36:46Z,50.553737,10.531001,171,4920,1460,1,0.22549551474475024
2018-01-06T14:37:42Z,50.519456,10.704835,158,6331,372,1,0.04917736431530262
2018-01-06T15:54:00Z,50.508138,10.681719000000001,66,5381,556,1,0.0687642494687457
2018-01-06T16:16:57Z,50.361741,11.031914,211,2118,618,2,0.049822228743802294
2018-01-06T17:36:17Z,50.488684,10.598659,107,2833,707,1,0.15176346772856814
2018-01-06T17:47:49Z,50.540713,10.577466000000001,132,3660,1309,1,0.17727247255284542
2018-01-06T18:25:59Z,50.478226,10.709965,127,3159,253,1,0.04557310940675428
2018-01-06T19:25:16Z,50.370998,11.214591,172,4545,899,2,0.21654194347747063
2018-01-06T19:45:33Z,50.396255,10.719625,130,5835,687,1,0.1081002574002518
2018-01-06T20:59:44Z,50.491004,10.714814,199,3725,276,1,0.03631780020871342
2018-01-06T21:02:23Z,50.367787,11.123853,356,4855,1455,2,0.12797360266086139
2018-01-06T21:17:52Z,50.417819,10.783714,38,6600,531,1,0.0888276452293977
2018-01-06T21:22:41Z,50.368257,11.209279,69,5580,1883,2,0.2116726668467143
2018-01-06T21:38:39Z,50.469047,10.881549,284,3163,874,1,0.13514150957422266
2018-01-06T23:04:02Z,50.316215,10.90601,192,3545,420,3,0.017292955935874016
2018-01-07T00:11:20Z,50.485227,10.593218,82,2692,899,1,0.15747646507653093
2018-01-07T00:31:56Z,50.457891,10.591861999999999,13,5143,710,1,0.16364838809166624
2018-01-07T00:45:05Z,50.255048,10.943149,262,7376,706,3,0.06230985881062098
2018-01-07T01:15:08Z,50.282252,10.930793000000001,254,2684,231,3,0.03554152997550848
2018-01-07T01:19:20Z,50.474477,10.817627,88,2769,798,1,0.07228301777042773
2018-01-07T01:36:00Z,50.528919,10.575595,155,4201,1348,1,0.17678634728394657
2018-01-07T01:59:32Z,50.447337,10.699849,106,7500,896,1,0.07272217247855176
